,name,lat_grid,lon_grid,view_possible
416,402. Flüela Schwarzhorn (3146 m),46.73583333,9.94166667,False 
417,403. Mont Raffrey (3146 m),45.64777778,7.51083333,True 
418,404. Piz Mundin (3146 m),46.92527778,10.43083333,False 
419,405. Dreischusterspitze (3145 m),46.66888889,12.31722222,False 
420,406. Napfspitze (3144 m),47.06,12.03972222,False 
421,407. Piz Tea Fondada / Monte Cornaccia (3144 m),46.54944444,10.30805556,False 
422,408. Cime du Gélas / Monte Gelàs (3143 m),44.12305556,7.38472222,True 
423,Jochköpfl (3143 m),46.9275,11.10777778,False 
424,409. Monte Cassa del Ferro (3140 m),46.57861111,10.20166667,False 
425,410. Cima Tosa (3140 m),46.15527778,10.87055556,False 
426,411. Cime Redasco (3139 m),46.36944444,10.30777778,False 
427,412. Gross Ruchen (3138 m),46.81027778,8.77472222,False 
428,413. Durreck (3135 m),46.96111111,12.02888889,False 
429,414. Wilde Kreuzspitze (3135 m),46.9125,11.59333333,False 
430,415. Großer Friedrichskopf (3134 m),46.95777778,12.82861111,False 
431,416. Hinter Schloss (3133 m),46.8025,8.52694444,False 
432,417. Pizzo Filone (3133 m),46.4575,10.16333333,False 
433,Oldenhorn (3132 m),46.32916667,7.22166667,True 
434,418. Mont Chaberton (3131 m),44.96472222,6.75166667,True 
435,419. Piz Duan (3131 m),46.37527778,9.58333333,False 
436,420. Pte Léchaud (3128 m),45.73361111,6.81416667,True 
437,421. Grohmannspitze (3126 m),46.51055556,11.73361111,False 
438,422. Piz Schumbraida (3125 m),46.54277778,10.33833333,False 
439,423. Fanellhorn (3124 m),46.54777778,9.13055556,False 
440,424. Piz Nuna (3123 m),46.72333333,10.15444444,False 
441,425. Schareck (3123 m),47.04138889,13.0175,False 
442,426. Groß Seehorn (3122 m),46.88777778,10.0325,False 
443,427. Piz Aul (3121 m),46.62277778,9.125,False 
444,428. Piz da l'Acqua (3118 m),46.61111111,10.13888889,False 
445,429. Grand Pinier (3117 m),44.72361111,6.40166667,True 
446,430. Schermerspitze (3116 m),46.88777778,11.08444444,False 
447,431. Grand Queyras (3114 m),44.71555556,6.95194444,True 
448,432. Luibiskogel (3110 m),47.04972222,10.90416667,False 
449,433. Monte Servin (3108 m),45.26472222,7.19972222,False 
450,434. Krönten (3108 m),46.78222222,8.56944444,False 
451,435. Gletscherhorn (3107 m),46.3875,9.56055556,False 
452,435. Pizz Gallagiun / Galleggione (3107 m),46.36694444,9.48777778,False 
453,437. Ochsner (3107 m),47.04388889,11.81555556,False 
454,438. Tête de Moïse (3104 m),44.44055556,6.935,False 
455,439. Piz la Stretta / Monte Breva (3104 m),46.47666667,10.04472222,False 
456,440. Große Ohrenspitze (3101 m),46.90694444,12.1775,False 
457,441. Piz Segnas (3099 m),46.90777778,9.23972222,True 
458,442. Mont Ouille (3090 m),45.73166667,6.86638889,True 
459,443. Lasörling (3098 m),46.97583333,12.35527778,False 
460,444. Pte des Cerces (3098 m),45.06555556,6.48833333,True 
461,445. Pic des Souffles (3098 m),44.865,6.13333333,False 
462,446. Monte Matto (3097 m),44.225,7.25638889,True 
463,447. Pflerscher Tribulaun (3097 m),46.98527778,11.33916667,False 
464,Blockkogel (3097 m),47.08527778,10.88055556,False 
465,448. Piz Giuv / Schattig Wichel (3096 m),46.70194444,8.6925,True 
466,449. Mont Buet (3096 m),46.02472222,6.85277778,True 
467,450. Zwölferkofel / Croda dei Toni (3094 m),46.61916667,12.35972222,False 
468,451. Elferkofel / Cima Undici (3092 m),46.63638889,12.37833333,False 
469,452. Racherin (3092 m),47.08111111,12.79444444,False 
470,452a. Crête de Chambave (3090 m),45.80555556,7.03861111,True 
471,453. Tête de la Courbe (3089 m),44.49777778,6.82333333,True 
472,454. Vesulspitze (3089 m),47.00166667,10.34916667,False 
473,455. Monte Forcellina (3087 m),46.46638889,10.19861111,False 
474,Hohe Villerspitze (3087 m),47.10666667,11.16555556,False 
475,456. Flüela Wisshorn (3085 m),46.76222222,9.96666667,False 
476,457. Cima da Lägh / Cima di Lago (3083 m),46.37638889,9.46111111,False 
477,458. Zwieselbacher Rosskogel (3081 m),47.16333333,11.04805556,False 
478,Fundusfeiler (3079 m),47.11222222,10.87027778,False 
479,459. Chüealphorn (3078 m),46.68527778,9.90527778,False 
480,460. Mont Néry / Neryschthuare (3076 m),45.71583333,7.82,True 
481,461. Großer Hafner (3076 m),47.07,13.40083333,False 
482,462. Pic de Parières (3076 m),44.77944444,6.24083333,True 
483,463. Piz Starlex (3075 m),46.66277778,10.3925,False 
484,464. Piz Sena (3075 m),46.35305556,10.11,False 
485,465. Bristen (3073 m),46.73694444,8.68111111,False 
486,466. Wildkarspitze (3073 m),47.1725,12.13916667,False 
487,467. Pizzo Campo Tencia (3072 m),46.42972222,8.72611111,False 
488,468. Chüebodenhorn (3070 m),46.50805556,8.45305556,True 
489,Tête de la Cassille (3069 m),45.04388889,6.49944444,True 
490,469. La Meyna (3067 m),44.48111111,6.85861111,False 
491,470. Geltenhorn (3065 m),46.34638889,7.33444444,True 
492,471. Cunturines / Conturines (3064 m),46.57583333,11.97777778,False 
493,472. Hoher Prijakt (3064 m),46.91555556,12.71277778,False 
494,473. Pte des Rochers Charniers (3063 m),44.98777778,6.73555556,True 
495,474. Hoch Ducan (3063 m),46.68944444,9.85138889,False 
496,475. Mont Fallère (3061 m),45.77555556,7.19416667,True 
497,476. Pizzo Gallina (3061 m),46.49472222,8.39194444,True 
498,477. Seeköpfe (3061 m),47.04444444,10.2675,False 
499,478. Piz Grisch (3060 m),46.53111111,9.47277778,False 
500,492. Rosenspitze (3049 m),46.98833333,12.25444444,False 
501,Grand Queyron (3060 m),44.84277778,7.00166667,True 
502,479. Grabspitze (3059 m),46.93861111,11.61444444,False 
503,480. Monte Vago (3059 m),46.44083333,10.07888889,False 
504,481. Sasso Vernale (3058 m),46.41888889,11.84055556,False 
505,482. Bruschghorn (3056 m),46.63111111,9.30666667,False 
506,483. Patteriol (3056 m),47.04416667,10.1875,False 
507,484. Aig. des Corneillets (3055 m),45.3225,6.66138889,True 
508,Innere Wetterspitze (3053 m),46.99638889,11.24638889,False 
509,485. Piz Forun (3052 m),46.65527778,9.865,False 
510,486. Grand Muveran (3051 m),46.23722222,7.12611111,False 
511,487. Mont Pelat (3051 m),44.265,6.70583333,True 
512,488. Pizzo Coca (3050 m),46.07166667,10.01138889,False 
513,489. Piz Minor (3049 m),46.45111111,10.02833333,False 
514,490. Gross Lohner (3049 m),46.46194444,7.6,False 
515,491. Le Rochail (Pte de Malhaubert) (3049 m),44.97527778,6.0325,True 
516,493. Aig. du Fruit (3048 m),45.35555556,6.63138889,True 
517,495. Grand Argentier / Pta Nera (3046 m),45.12222222,6.65861111,True 
518,494. Grand Bérard (3046 m),44.44944444,6.65972222,True 
519,496. Piz Murtera (3044 m),46.77527778,10.04027778,False 
520,497. Gross Wendenstock (3042 m),46.76166667,8.38027778,False 
521,498. Monte Albergian (3041 m),45.0075,6.99277778,True 
522,499. Piz Gannaretsch (3040 m),46.61194444,8.78666667,False 
523,500. Alperschällihorn (3039 m),46.58666667,9.30666667,False 
524,501. Pta Scais (3039 m),46.06861111,9.98444444,False 
525,502. Bric Ghinivert (3037 m),44.95138889,6.99111111,True 
526,503. Parseierspitze (3036 m),47.17444444,10.47833333,False 
527,504. Hexenkopf (3035 m),47.02111111,10.46944444,False 
528,Piz Umbrail (3033 m),46.55083333,10.41444444,False 
529,505. Tête de Siguret (3032 m),44.44166667,6.78833333,False 
530,506. Pizzo Ligoncio (3032 m),46.23888889,9.54777778,False 
531,507. Becca di Vlou (3032 m),45.69166667,7.79222222,True 
532,508. Piz S-chalembert (3031 m),46.80083333,10.41333333,False 
533,509. Mont Ténibre / M. Tenibres (3031 m),44.28388889,6.97222222,False 
534,Piz Cotschen (3031 m),46.81305556,10.17694444,False 
535,511. Piz Por (3028 m),46.50944444,9.38416667,False 
536,512. Bündner Vorab (3028 m),46.87388889,9.15666667,False 
537,513. Corno di Ban (3028 m),46.41777778,8.36111111,False 
538,514. Zehner / Sas dales Diesc (3026 m),46.62222222,11.96055556,False 
539,510. Monte Politri (3026 m),44.99111111,7.01861111,True 
540,515. Furchetta / Furcheta  (3025 m),46.61222222,11.77333333,False 
541,515. Sas Rigais  (3025 m),46.60916667,11.76666667,False 
542,517. Piz Corbet (3025 m),46.37972222,9.28027778,False 
543,518. Corno Bussola / M de Boussolaz (3024 m),45.79555556,7.73611111,True 
544,519. Wendenhorn (3023 m),46.75388889,8.44361111,False 
545,520. Wurmaulspitze (3022 m),46.91388889,11.63777778,False 
546,521. Pte de la Vallaisonnay (3020 m),45.45805556,6.81777778,True 
547,522. Pic du Mas de la Grave (3020 m),45.12083333,6.24611111,True 
548,523. Cimet (3020 m),44.29,6.705,True 
549,524. Viso Mozzo (3019 m),44.67472222,7.11,True 
550,525. Piz Blas (3019 m),46.57722222,8.72805556,False 
551,526. Gamspleisspitze (3015 m),46.93166667,10.24194444,False 
552,527. Hochreichkopf (3010 m),47.17027778,10.96972222,False 
553,528. Cima dell'Uomo (3010 m),46.40611111,11.80833333,False 
554,529. Monte Giove (3009 m),46.36138889,8.38805556,False 
555,530. Acherkogel (3008 m),47.18916667,10.95666667,False 
556,531. Monte Avic (3007 m),45.67694444,7.55472222,True 
557,532. Älplihorn (3006 m),46.71083333,9.82583333,False 
558,533. Ritterkopf (3006 m),47.1025,12.94944444,False 
559,534. Furgler (3004 m),47.04027778,10.51222222,False 
560,535. Kesselkogel / Catinaccio d'Antermoia (3002 m),46.47444444,11.64361111,False 
561,536. Pizzas d'Anarosa / Grauhörner (3002 m),46.59888889,9.31583333,False 
562,537. Gigalitz (3001 m),47.05777778,11.89111111,False 
563,538. Große Zinne / Cima Grande di Lavaredo (2999 m),46.61888889,12.30277778,False 
564,539. Pizzo Centrale (2999 m),46.57805556,8.615,True 
565,540. Cima Falkner (2999 m),46.19333333,10.90472222,False 
566,541. Piz Beverin (2998 m),46.6525,9.35777778,False 
567,Pic d'Artsinol (2998 m),46.115,7.42694444,True 
568,542. Bric Bouchet /Bric Bucie (2997 m),44.82194444,7.02388889,True 
569,543. Hoher Dachstein (2995 m),47.47527778,13.60555556,False 
570,544. Roignais (2995 m),45.64305556,6.68888889,True 
571,545. Rote Säule (2994 m),47.14666667,12.44388889,False 
572,546. Le Mourre Froid (2993 m),44.63833333,6.40027778,True 
573,547. Grand Parpaillon (2990 m),44.49388889,6.65194444,True 
574,548. Mittler Fanis / Fanis di Mezzo (2989 m),46.55138889,12.01416667,False 
575,549. Felber Tauernkogel (2988 m),47.15777778,12.48388889,False 
576,550. Piz de la Lumbreida (2983 m),46.48111111,9.22527778,False 
577,551. Cima Bagni (2983 m),46.61527778,12.41027778,False 
578,552. Pala di San Martino (2982 m),46.25361111,11.85083333,False 
579,553. Rosengartenspitze / Cima Catinaccio (2981 m),46.45472222,11.62083333,False 
580,554. Aroser Rothorn (2980 m),46.73777778,9.61388889,False 
581,555. Ròthòre / Corno Rosso (2979 m),45.76694444,7.88027778,True 
582,556. La Tsavre (2978 m),45.91555556,7.12944444,False 
583,557. Grand Pic de Belledonne (2977 m),45.17083333,5.99166667,True 
584,558. Pic de Colle Blanche (2975 m),44.75333333,6.1725,False 
585,559. Monte Redival (2973 m),46.30861111,10.61416667,False 
586,560. Tsa at a l'Etsena / Chateleysine (2971 m),45.80138889,7.39972222,True 
587,561. Cima Ovest / Westliche Zinne (2973 m),46.61861111,12.29722222,False 
588,562. Piz Curvér (2972 m),46.60333333,9.49722222,False 
589,563. Wildgrat (2971 m),47.14055556,10.82666667,False 
590,564. Schilthorn (2970 m),46.5575,7.83472222,True 
591,565. Haut de Cry (2969 m),46.24027778,7.195,True 
592,566. Grieshorn (2969 m),46.45138889,8.39305556,False 
593,567. Dent de Morcles (2969 m),46.19916667,7.07555556,True 
594,568. Piz Daint (2968 m),46.61861111,10.29083333,False 
595,569. Neuner / Sas dles Nü (2968 m),46.63027778,11.98111111,False 
596,Cima del Duca (2968 m),46.28777778,9.79611111,False 
597,570. Serottini (2967 m),46.29083333,10.34777778,False 
598,571. Schober (2967 m),47.03444444,13.46833333,False 
599,572. Haunold (2966 m),46.68861111,12.2775,False 
600,573. Schesaplana (2965 m),47.05361111,9.7075,False 
601,574. Aig. du Belvédère (2965 m),45.98777778,6.87361111,True 
602,575. Reißeck (2965 m),46.94722222,13.36444444,False 
603,576. Monte Tagliaferro (2964 m),45.8725,7.97083333,True 
604,577. Piz Turettas (2963 m),46.58694444,10.33472222,False 
605,578. Pizzo Lucendro (2963 m),46.53888889,8.51944444,False 
606,579. Zugspitze (2962 m),47.42111111,10.98527778,False 
607,580. Weiße Spitze (2962 m),46.87194444,12.35777778,False 
608,581. Rienzenstock (2962 m),46.68305556,8.635,True 
609,582. Marchhorn / Pta del Termine (2962 m),46.44861111,8.4625,False 
610,583. Tête de l'Estrop (2961 m),44.28666667,6.50583333,True 
611,584. Cima Brenta Alta (2961 m),46.16027778,10.89638889,False 
612,585. Piz Lagalb (2959 m),46.43166667,10.02361111,False 
613,586. Cima Giner (2957 m),46.23722222,10.7325,False 
614,587. Piz Miez (2956 m),46.65472222,8.91666667,False 
615,588. Tête de L'Enchastraye / Enciastraia (2954 m),44.3675,6.88833333,False 
616,589. Torent / Torrone Alto (2952 m),46.34361111,9.07111111,False 
617,590. Brunnistock (2952 m),46.84777778,8.55,False 
618,591. Crasta Mora (2952 m),46.57138889,9.86805556,False 
619,592. Bättlihorn (2951 m),46.3325,8.09388889,True 
620,593. Corni di Nefelgiú (2951 m),46.39555556,8.37944444,True 
621,Hochgrabe (2951 m),46.84888889,12.42166667,False 
622,594. Crête de Lacha (2950 m),45.09722222,6.45944444,True 
623,595. Asta Soprana (2950 m),44.20333333,7.31333333,True 
624,596. Piz Tomül / Wissensteinhorn (2946 m),46.62333333,9.22833333,False 
625,597. Piz Cavel (2946 m),46.65583333,9.01972222,False 
626,598. Einshorn (2944 m),46.51611111,9.23027778,False 
627,599. Gölbner (2943 m),46.82416667,12.505,False 
628,600. Hochkönig (2941 m),47.42027778,13.0625,False 
629,601. Cime de la Condamine (2940 m),44.8925,6.51972222,True 
630,602. Gross Schinhorn / Pta di Valdeserta (2939 m),46.36111111,8.26083333,True 
631,603. Pte de la Louïe Blanche (2939 m),45.66111111,6.91472222,True 
632,604. Pizzo del Ramulazz S (2939 m),46.39666667,9.09277778,False 
633,Monte Unghiasse (2939 m),45.41611111,7.295,True 
634,605. Pic de Chabrières  (2938 m),44.57055556,6.62361111,True 
635,606. Mont / Testa Malinvern (2938 m),44.19888889,7.18944444,False 
636,607. Cime di Plator (2937 m),46.515,10.27055556,False 
637,608. Pietra Grande (2937 m),46.23138889,10.89583333,False 
638,609. Monte Gruf (2936 m),46.28611111,9.50583333,False 
639,Mont du Grand Capelet (2935 m),44.07833333,7.4275,False 
640,610. Cimon del Froppa (2932 m),46.50722222,12.34055556,False 
641,611. Monte Pettini (2932 m),46.53611111,10.2275,False 
642,612. Bärenhorn (2929 m),46.57555556,9.23194444,False 
643,613. Tête du Pelvas/Monte Palavas (2929 m),44.79,6.99972222,True 
644,614. Rosställispitz (2929 m),46.78916667,9.99361111,False 
645,615. Schwarzhorn (2928 m),46.68611111,8.07555556,False 
646,616. Rocher Blanc (2928 m),45.24166667,6.10722222,True 
647,617. Badus / Six Madun (2928 m),46.6225,8.66361111,False 
648,618. Tête des Lauzières (2928 m),44.87416667,6.52833333,True 
649,Vollandspitze (2928 m),47.01861111,10.17666667,False 
650,619. Eggishorn (2927 m),46.43138889,8.09416667,True 
651,620. Cima Bastioni Sud (2926 m),46.48527778,12.26777778,False 
652,621. Pizzo del Diavolo della Malgina (2926 m),46.08472222,10.04666667,False 
653,622. Edlenkopf (2923 m),47.13638889,12.92638889,False 
654,623. Mährenhorn (2923 m),46.69166667,8.31083333,False 
655,624. Birkenkofel (2922 m),46.68083333,12.25666667,False 
656,625. Mont Revic (2922 m),45.68916667,7.56444444,True 
657,626. Hochgasser (2922 m),47.15055556,12.52194444,False 
658,Aig. du Grand Fond (2920 m),45.66638889,6.67083333,True 
659,627. Monte Ciorneva (2918 m),45.26833333,7.26027778,False 
660,628. Mulleter Seichenkopf (2918 m),46.91527778,12.83138889,False 
661,629. Corno di Flavona (2918 m),46.24555556,10.89694444,False 
662,630. Cima Bel Pra (2917 m),46.48444444,12.24111111,False 
663,631. Dent Favre (2917 m),46.21027778,7.10388889,True 
664,632. Pizzo del Diavolo di Tenda (2916 m),46.04527778,9.90805556,False 
665,633. Pte Côte de l'Âne (2916 m),44.24444444,6.80472222,True 
666,634. Maresenspitz (2916 m),47.00416667,13.23027778,False 
667,635. L'Aupillon (2916 m),44.44888889,6.57861111,True 
668,636. Glärnisch (2915 m),46.995,8.99527778,False 
669,637. Pflunspitze (2912 m),47.07944444,10.13277778,False 
670,638. Cristallina (2912 m),46.46472222,8.53694444,True 
671,639. Beco Alto del Piz (2912 m),44.29888889,6.98083333,False 
672,Monte Torena (2911 m),46.08833333,10.10305556,False 
673,640. Pic du Béal Traversier (2910 m),44.75694444,6.68944444,True 
674,641. Aig. de Cédéra (2909 m),44.73861111,6.28472222,False 
675,642. Grande Séolane (2909 m),44.33777778,6.54638889,True 
676,643. Puy Gris (2908 m),45.29583333,6.14611111,True 
677,644. Pizzo Diei (2906 m),46.26472222,8.23805556,False 
678,Les Grandes Aigs (2905 m),45.70555556,6.785,True 
679,645. Signal du Lauvitel E (2904 m),44.93888889,6.0475,True 
680,646. Pic de Peyre Eyraute (2903 m),44.82277778,6.63055556,True 
681,647. Piz Combul (2901 m),46.22972222,10.04388889,False 
682,648. Grand Chavalard (2899 m),46.17861111,7.11305556,True 
683,649. Becca di Nona (2898 m),45.83972222,7.41611111,True 
684,650. Le Pouzenc (2898 m),44.45916667,6.51694444,True 
685,651. Monte Frisozzo (2897 m),46.02444444,10.44916667,False 
686,652. Holzgauer Wetterspitze (2895 m),47.20638889,10.36944444,False 
687,653. Reinhart (2891 m),47.04222222,12.17972222,False 
688,654. Regenstein (2891 m),46.86055556,12.49055556,False 
689,655. Monte Orsiera (2890 m),45.06388889,7.10722222,False 
690,656. Schwarzhorn / Piz Gren (2890 m),46.6775,9.02277778,False 
691,657. Monte Re di Castello (2889 m),46.02166667,10.48333333,False 
692,658. Vorderseespitze (2889 m),47.18472222,10.36694444,False 
693,659. Napfspitze (2888 m),46.93694444,11.73944444,False 
694,660. Schildflue (2887 m),46.88055556,9.95638889,False 
695,661. Wissigstock (2887 m),46.84555556,8.50666667,False 
696,662. Lizumer Reckner (2886 m),47.14388889,11.63083333,False 
697,663. Guggernüll (2886 m),46.52388889,9.27138889,False 
698,664. Le Chevalier (2886 m),44.33055556,6.75916667,False 
699,664. Pizzo Recastello (2886 m),46.05694444,10.07555556,False 
700,666. Rietzer Grießkogel (2884 m),47.24583333,11.05944444,False 
701,667. Monteaviolo (2881 m),46.18527778,10.39861111,False 
702,668. Pte de la Terrasse (2881 m),45.67083333,6.72472222,True 
703,669. Piz Fess (2880 m),46.7275,9.28861111,False 
704,670. Cima della Sasse (2878 m),46.35694444,12.06444444,False 
705,670. Moiazza Sud (2878 m),46.33833333,12.05805556,False 
706,672. Pte de Cloutzau (2878 m),45.00722222,6.7475,False 
707,673. Peitlerkofel / Sas de Pütia (2875 m),46.65888889,11.82,False 
708,674. Eisentälispitze (2875 m),46.91333333,9.9625,False 
709,675. Schwalbenkofel (2873 m),46.65222222,12.27027778,False 
710,676. Monte Carbonè (2873 m),44.16027778,7.43055556,True 
711,677. Monte Agnèr (2872 m),46.27638889,11.95277778,False 
712,678. Mont Bégo (2872 m),44.07388889,7.45083333,False 
713,679. Tête des Vieux  (2871 m),45.75888889,6.935,False 
714,680. Grand Aréa (2869 m),44.98,6.57333333,True 
715,681. Kolbenspitze (2868 m),46.77277778,11.14777778,False 
716,682. Pta Cornour (2867 m),44.85055556,7.09305556,False 
717,683. Tête de Gaulent (2867 m),44.71888889,6.52555556,True 
718,684. Nufenenstock (2866 m),46.46694444,8.38833333,False 
719,685. Rocher de Plassa (2865 m),45.37305556,6.68916667,True 
720,686. Triglav (2864 m),46.37805556,13.83694444,False 
721,687. Pala di Meduce (2864 m),46.50194444,12.2975,False 
722,688. Poncione di Braga (2864 m),46.43416667,8.54277778,False 
723,689. Wandfluhhorn / Pizzo Biela (2863 m),46.34472222,8.46416667,False 
724,690. Hochgolling (2862 m),47.26611111,13.76111111,False 
725,691. Cima de Barna (2862 m),46.42055556,9.26361111,False 
726,692. Le Taillefer (2857 m),45.03972222,5.92444444,True 
727,693. Gstellihorn (2855 m),46.66222222,8.17472222,False 
728,694. Piz di Sassiglion (2855 m),46.32277778,10.1125,False 
729,695. Petite Séolane (2854 m),44.3575,6.53,True 
730,696. Cima Ciantiplagna (2849 m),45.07222222,7.01333333,False 
731,697. Croda Granda (2849 m),46.24861111,11.92861111,False 
732,698. Cima d'Asta (2847 m),46.17666667,11.60527778,False 
733,699. Pta Nera (2847 m),46.51638889,12.19166667,False 
734,700. Cima del Desenigo (2845 m),46.20166667,9.56166667,False 
735,701. Pizol (2844 m),46.95916667,9.38666667,False 
736,702. Punta Charrà / Sommet du Charra (2844 m),45.02138889,6.71027778,False 
737,703. Weissfluh (2843 m),46.835,9.79527778,False 
738,704. Pic de Beaudouis (2843 m),44.83638889,6.69444444,True 
739,705. Schneekarkopf (2843 m),47.14111111,12.03555556,False 
740,Cornone di Blumone (2843 m),45.95472222,10.45583333,True 
741,706. Latemar (Diamantiditurm) (2842 m),46.38111111,11.57527778,False 
742,707. Cima di Gana Bianca (2842 m),46.47138889,8.99222222,False 
743,708. Kirchdachspitze (2840 m),47.06722222,11.34194444,False 
744,709. Dürrenstein (2839 m),46.6725,12.18527778,False 
745,710. Cima Cadin di San Lucano (2839 m),46.5775,12.28805556,False 
746,711. Grand Cheval de Bois (2838 m),44.2925,6.63388889,False 
747,712. Kärlskopf (2836 m),46.88861111,12.23611111,False 
748,713. Tête du Clotonnet (2835 m),44.84277778,6.10111111,False 
749,714. Gamskarlspitz (2833 m),47.03694444,13.1625,False 
750,715. Cheval Noir (2832 m),45.42194444,6.41388889,True 
751,716. Rocca la Meja (2831 m),44.39833333,7.06888889,False 
752,717. Drei Türme / Drusentürme (2830 m),47.02472222,9.81,False 
753,Aig. de Venosc (2830 m),44.96805556,6.08722222,True 
754,718. Grand Pic de la Lauzière (2829 m),45.45916667,6.36666667,True 
755,719. Pirchkogel (2828 m),47.23194444,10.99916667,False 
756,720. Große Schlenkerspitze (2827 m),47.24888889,10.61527778,False 
757,721. Graunock (2827 m),46.88611111,11.78888889,False 
758,722. Cime de Bolofré (2827 m),44.22305556,6.83527778,False 
759,723. Madrisahorn (2826 m),46.93111111,9.87222222,False 
760,724. Kalkwand (2826 m),47.15388889,11.66166667,False 
761,725. Grand Perron des Encombres (2824 m),45.29777778,6.45027778,True 
762,726. Tête de l'Hivernet (2824 m),44.62,6.45305556,True 
763,727. Hoher Herd (2824 m),47.19944444,12.45,False 
764,728. Hochmaderer (2823 m),46.92861111,10.02861111,False 
765,729. Le Bellachat (2822 m),45.37972222,6.39694444,True 
766,Riedbock  (2822 m),46.92861111,13.35666667,False 
767,730. Monfandì (2820 m),45.52194444,7.61944444,True 
768,731. Sulzfluh (2818 m),47.0125,9.83972222,False 
769,732. Mont Mounier (2817 m),44.15472222,6.9725,False 
770,733. Dosso Resaccio (2814 m),46.50111111,10.22,False 
771,734. Sass Maòr (2814 m),46.2325,11.84805556,False 
772,735. Vallüla (2813 m),46.9375,10.1125,False 
773,736. Cima delle Lose (2813 m),44.37222222,6.925,False 
774,737. Frate della Meia (2812 m),45.75888889,7.92416667,True 
775,738. Seekofel / Sas dla Porta (2810 m),46.675,12.0725,False 
776,739. Valluga (2809 m),47.1575,10.21305556,False 
777,740. Monte Campellio (2809 m),46.05138889,10.47722222,False 
778,741. Peiderspitze  (2808 m),47.21972222,11.12166667,False 
779,741. Seejoch  (2808 m),47.22444444,11.10305556,False 
780,743. Pizzo Castello (2808 m),46.41555556,8.56527778,False 
781,744. Pic du Frêne (2807 m),45.3525,6.19833333,True 
782,745. Haldensteiner Calanda (2805 m),46.9,9.4675,False 
783,746. Cima de Gagela (2805 m),46.38416667,9.17472222,False 
784,747. Tête à l'Âne (2804 m),45.98722222,6.77972222,True 
785,748. Corona di Redorta (2804 m),46.37555556,8.73222222,False 
786,749. Schlicker Seespitze (2804 m),47.14555556,11.27333333,False 
787,750. Bös Fulen (2802 m),46.96722222,8.94583333,False 
788,751. Cima di Ball (2802 m),46.24305556,11.84444444,False 
789,752. Corno Mud (2802 m),45.88444444,7.96388889,True 
790,753. Rollspitze (2800 m),46.94638889,11.50777778,False 
791,754. Rosenjoch (2796 m),47.18,11.54333333,False 
792,755. Col Bechei / Pareispitze (2794 m),46.60777778,12.04444444,False 
793,756. Kärpf (2794 m),46.91666667,9.09333333,False 
794,757. Drättehorn (2794 m),46.58222222,7.82388889,True 
795,758. Pizzo Quadro (2793 m),46.29861111,8.41805556,False 
796,759. Grand Armet (2792 m),44.98194444,5.93444444,True 
797,760. Pta Ciamberline (2792 m),44.16555556,7.35805556,True 
798,761. Grande Tête de l'Obiou (2790 m),44.77472222,5.83972222,True 
799,762. Pizzo Marumo (2790 m),46.59833333,8.95944444,False 
800,763. Muntejela de Senes (2787 m),46.67166667,12.01833333,False 
801,764. Le Luisin (2786 m),46.12083333,6.97,True 
802,765. Polinik (2784 m),46.895,13.15805556,False 
803,766. Schrotkopf (2784 m),47.20888889,12.54055556,False 
804,767. Grande Autane (2782 m),44.64916667,6.28777778,False 
805,768. Hirzer (2781 m),46.73722222,11.27666667,False 
806,769. Tiejer Flue (2781 m),46.78083333,9.73444444,False 
807,770. Hohe Warte / Coglians (2780 m),46.60694444,12.88305556,False 
808,771. Monte dei Corni (2779 m),45.57083333,7.63583333,False 
809,772. Monte Cassorso (2776 m),44.41777778,7.01805556,False 
810,773. Grun de Saint-Maurice (2775 m),44.81611111,6.05722222,False 
811,774. Imster Muttekopf (2774 m),47.26722222,10.65166667,False 
812,775. Pizzo del Sole (2773 m),46.525,8.76777778,False 
813,776. Pta Lunella (2772 m),45.19722222,7.21638889,False 
814,777. Große Sandspitze (2770 m),46.76638889,12.81194444,False 
815,778. Madererspitze (2769 m),47.025,10.06972222,False 
816,779. Fallesinspitze (2769 m),47.18138889,10.30027778,False 
817,Hochsteinflache (2769 m),47.15888889,11.99777778,False 
818,780. Hochplattig (2768 m),47.35305556,10.98861111,False 
819,781. Il Madone  (2768 m),46.49194444,8.56694444,False 
820,782. Dristner (2767 m),47.11333333,11.83944444,False 
821,783. Schwarzkopf (2765 m),47.16694444,12.86083333,False 
822,784. Schächentaler Windgällen (2764 m),46.88805556,8.79166667,False 
823,785. Schwarzberg / Piz Nair (2764 m),46.60944444,8.67777778,False 
824,786. Albristhorn (2763 m),46.49805556,7.48777778,True 
825,787. Rotenkogel (2762 m),46.98,12.59888889,False 
826,788. Rastkogel (2762 m),47.20416667,11.75111111,False 
827,789. Pizzo Massari (2760 m),46.47583333,8.68333333,False 
828,790. Dent de Barme (2759 m),46.13194444,6.84194444,True 
829,791. Grand Ferrand (2758 m),44.7225,5.81611111,True 
830,792. Reeti / Rötihorn (2757 m),46.665,8.01166667,False 
831,793. Ehrenspitze (2756 m),46.76388889,11.07777778,False 
832,794. Roche de l'Abisse/Rocca dell'Abisso (2755 m),44.14361111,7.505,True 
833,795. Cima di Cece (2754 m),46.26083333,11.68388889,False 
834,796. Monte Telenek (2754 m),46.0925,10.17916667,False 
835,797. Jôf dal Montâs (2753 m),46.43583333,13.43361111,False 
836,798. Untere Wildgrubenspitze (2753 m),47.165,10.12638889,False 
